scene,sarcasm,implicit_emotion,explicit_emotion,v_audio,a_audio,v_text,a_text,n_matched_words,divergence
1_5964,1,Disgust,Happiness,0.4815768301486969,0.7407859563827515,0.7317499999999999,0.46575,4,0.37179482543040276
1_6032,1,Disgust,Excitement,0.5714484453201294,0.551335871219635,0.504,0.4701000000000001,5,0.10558673945584074
1_6092,0,Neutral,Neutral,0.6854859590530396,0.7976928949356079,0.5667727272727273,0.46404545454545454,11,0.3541376086758184
1_6113,0,Surprise,Surprise,0.7525829672813416,0.7024553418159485,0.6621538461538462,0.44453846153846155,13,0.2733103420655039
1_6188,1,Disgust,Surprise,0.7642320990562439,0.7632128000259399,0.63075,0.46975,4,0.3223939915189576
1_6428,1,Ridicule,Neutral,0.8137400150299072,0.721448540687561,0.5718,0.4508,10,0.3630228690440564
1_6472,1,Disgust,Neutral,0.8663815855979919,0.7571841478347778,0.7055,0.4104375,8,0.38225138635350875
1_6534,0,Excitement,Excitement,0.7285521030426025,0.7014721632003784,0.49779999999999996,0.4279,5,0.35789420439107195
1_6645,0,Anger,Anger,0.7560437321662903,0.7372117042541504,0.5611111111111112,0.45077777777777783,9,0.34647239570868277
1_672,0,Sadness,Sadness,0.5272378921508789,0.6463816165924072,0.6491363636363636,0.44018181818181823,11,0.23953620648049237
1_70,1,Disgust,Happiness,0.45920923352241516,0.6241937875747681,0.59275,0.415625,8,0.24765717324929146
1_7357,1,Frustration,Neutral,0.859068751335144,0.8196718692779541,0.6042,0.47400000000000003,5,0.4294730743798154
1_7400,0,Excitement,Excitement,0.8888918161392212,0.7779171466827393,0.5808333333333334,0.48355555555555557,9,0.4260854082922727
1_7494,0,Disgust,Disgust,0.7465840578079224,0.6702123880386353,0.5544,0.40490000000000004,5,0.3276055178446819
1_7575,1,Anger,Excitement,0.5195741653442383,0.8547412753105164,0.5644687500000001,0.44553125,16,0.4116653599054052
1_7894,0,Excitement,Excitement,0.7155650854110718,0.8310402631759644,0.6372222222222221,0.5433888888888889,9,0.29812902800946767
1_8078,0,Frustration,Frustration,0.5060869455337524,0.8135413527488708,0.657,0.53525,4,0.31657673165147354
1_8417,0,Sadness,Sadness,0.7783375978469849,0.7103843688964844,0.5633181818181817,0.5370909090909092,11,0.27615932445013336
1_8505,0,Anger,Anger,0.4921721816062927,0.8361501097679138,0.5024,0.5074,5,0.32890917126390695
1_8746,1,Frustration,Sadness,0.7600754499435425,0.7623981237411499,0.4961578947368421,0.5180789473684211,19,0.35964473566247335
1_9594,0,Sadness,Sadness,0.5889840722084045,0.768967866897583,0.5185,0.5225555555555556,9,0.25629481386871616
1_9971,1,Disgust,Happiness,0.5029974579811096,0.5669950246810913,0.59,0.5192333333333333,15,0.09925029711868515
1_S09E01_027,1,Ridicule,Excitement,0.6237337589263916,0.6209221482276917,0.5899,0.4748,10,0.1499880176739618
1_S09E01_379,0,Happiness,Happiness,0.7168185710906982,0.464286208152771,0.5840000000000001,0.45899999999999996,2,0.13292372558429613
1_S09E01_403,0,Frustration,Frustration,0.15519030392169952,0.6172762513160706,0.15899999999999997,0.594,1,0.023585963188682703
1_S09E02_064,0,Frustration,Frustration,0.20987673103809357,0.7284000515937805,0.459,0.6111666666666666,3,0.27532902077284777
1_S09E03_135,0,Surprise,Surprise,0.48149463534355164,0.6966066360473633,0.7588333333333334,0.371,3,0.4277106905850583
1_S09E03_170,0,Neutral,Neutral,0.4671442210674286,0.7625077366828918,0.585,0.35300000000000004,5,0.42612975844330303
1_S09E03_233,0,Fear,Fear,0.5420920848846436,0.6428746581077576,0.5947222222222222,0.4248888888888889,9,0.22424925181171562
1_S09E04_088,0,Excitement,Excitement,0.7785396575927734,0.5241549015045166,0.6068,0.40165000000000006,10,0.21095487878386307
1_S09E04_351,0,Neutral,Neutral,0.849673867225647,0.7714639902114868,0.7069375,0.402125,8,0.3959608064180286
1_S09E05_291,0,Sadness,Neutral,0.6317232847213745,0.4811193346977234,0.5751428571428571,0.4015714285714286,7,0.09761769385744405
1_S09E08_255,1,Frustration,Excitement,0.7755012512207031,0.7967385649681091,0.33999999999999997,0.632,1,0.4656180136147547
1_S09E10_208,1,Frustration,Happiness,0.6112297773361206,0.6039965748786926,0.412,0.43287499999999995,4,0.26263110548136565
1_S09E20_127,1,Frustration,Surprise,0.7144091129302979,0.6420526504516602,0.5915714285714285,0.5115714285714286,7,0.17920503888565031
1_S09E20_179,1,Ridicule,Neutral,0.20814825594425201,0.7338980436325073,0.45399999999999996,0.57375,4,0.29341178560952946
1_S09E20_354,1,Disgust,Neutral,0.3913591206073761,0.5567351579666138,0.5425,0.560125,4,0.15117888891173592
1_S09E21_024,1,Ridicule,Neutral,0.5675281286239624,0.605880856513977,0.5017499999999999,0.3991875,8,0.21690759745173654
1_S09E22_075,1,Ridicule,Neutral,0.6558511853218079,0.737426221370697,0.6045,0.537125,4,0.20677892425619115
1_S09E23_102,1,Frustration,Surprise,0.45225170254707336,0.7488725185394287,0.582375,0.435875,8,0.3389683158524744
1_S09E24_014,1,Ridicule,Surprise,0.6799483895301819,0.7364351749420166,0.5953333333333334,0.5805,3,0.1774133211441383
1_S10E01_075,1,Ridicule,Neutral,0.6239384412765503,0.6990386843681335,0.5499499999999999,0.46975,10,0.24093067513665234
1_S10E01_474,1,Ridicule,Surprise,0.5586065649986267,0.6315488815307617,0.518125,0.5201250000000001,4,0.11854972998754258
1_S10E02_372,0,Neutral,Neutral,0.7537206411361694,0.7259171605110168,0.5273000000000001,0.44015000000000004,10,0.364594537478338
1_S10E03_144,1,Frustration,Happiness,0.8427618741989136,0.808218240737915,0.5896250000000001,0.49275,8,0.404473099221038
1_S10E03_224,0,Frustration,Frustration,0.5788131952285767,0.6989037394523621,0.49712500000000004,0.44725,4,0.2645799800061588
1_S10E04_021,0,Neutral,Neutral,0.48946791887283325,0.6737499237060547,0.49711111111111106,0.5401666666666666,9,0.13380173746570895
1_S10E04_057,0,Fear,Neutral,0.4990426003932953,0.7025907039642334,0.7005,0.5855,4,0.23301355499441498
1_S10E04_158,0,Neutral,Neutral,0.28590673208236694,0.5482017993927002,0.58075,0.44525,4,0.3123005373587179
1_S10E04_262,0,Neutral,Neutral,0.5559276938438416,0.7006352543830872,0.5607,0.5559000000000001,5,0.14481391082138842
1_S10E04_343,0,Frustration,Frustration,0.6169825792312622,0.8890154957771301,0.6877142857142857,0.45035714285714284,7,0.44432434649530145
1_S10E04_398,0,Frustration,Frustration,0.6822803020477295,0.6949729919433594,0.547,0.482125,4,0.2522003723162305
1_S10E04_403,0,Anger,Anger,0.5998339653015137,0.7341490387916565,0.5587777777777778,0.32599999999999996,9,0.41020878635219077
1_S10E05_110,0,Anger,Anger,0.3062196671962738,0.9669021964073181,0.5520555555555556,0.4491666666666667,9,0.5731364259591517
1_S10E05_288,1,Disgust,Sadness,0.5715515613555908,0.8393020033836365,0.4878,0.5232,5,0.3270088692568564
1_S10E06_003,0,Sadness,Neutral,0.5135352611541748,0.5527186393737793,0.53,0.578625,4,0.030695718694258026
1_S10E07_140,1,Ridicule,Surprise,0.6788386702537537,0.905988335609436,0.7319999999999999,0.43333333333333335,3,0.47563523645437766
1_S10E07_247,0,Happiness,Happiness,0.720326840877533,0.6888217926025391,0.7863333333333333,0.6293333333333334,3,0.08885794186532553
1_S10E09_021,1,Anger,Happiness,0.8969480991363525,0.7646212577819824,0.68645,0.43034999999999995,10,0.39502749716844554
1_S10E09_324,0,Frustration,Frustration,0.26519161462783813,0.8726258277893066,0.45425000000000004,0.5525,4,0.37178437123864916
1_S10E10_269,1,Anger,Neutral,0.5178483128547668,0.675766110420227,0.5398333333333333,0.42408333333333337,6,0.2526411712441462
1_S10E14_032,1,Ridicule,Neutral,0.6528141498565674,0.8278813362121582,0.6715,0.23399999999999999,2,0.5941752287808044
1_S10E16_009,1,Ridicule,Surprise,0.8214874267578125,0.6805838942527771,0.6839999999999998,0.5373333333333333,3,0.19855355882033485
1_S10E17_287,1,Disgust,Happiness,0.7198538780212402,0.8320041298866272,0.6602,0.5182,5,0.3194238831034339
1_S10E18_266,1,Ridicule,Surprise,0.4058651924133301,0.627408504486084,0.5601666666666667,0.5029166666666667,6,0.1982603405636367
1_S10E18_423,1,Ridicule,Neutral,0.7355928421020508,0.6865799427032471,0.6041000000000001,0.44699999999999995,5,0.2732927303639195
1_S11E01_100,0,Disgust,Neutral,0.7115150690078735,0.825874388217926,0.5753333333333335,0.4598333333333333,9,0.39055283764473625
1_S11E03_006,0,Neutral,Neutral,0.7163723707199097,0.6688934564590454,0.6776249999999999,0.49312500000000004,4,0.1799886358182134
1_S11E03_220,0,Neutral,Neutral,0.605599045753479,0.7811150550842285,0.9199999999999999,0.431,1,0.4705619107277546
1_S11E03_321,0,Neutral,Neutral,0.37482622265815735,0.5209100246429443,0.41500000000000004,0.592,3,0.08165608968214637
1_S11E04_016,0,Neutral,Neutral,0.23588773608207703,0.5373712778091431,1.0,0.3705,1,0.7821212023896487
1_S11E04_137,0,Happiness,Happiness,0.6822339296340942,0.6833081245422363,0.385,0.15999999999999998,1,0.6018300442297962
1_S11E04_162,0,Neutral,Neutral,0.37074390053749084,0.4849606156349182,0.6971666666666666,0.4766666666666666,3,0.3265281179881918
1_S11E04_298,0,Neutral,Neutral,0.41829976439476013,0.5007749795913696,0.823,0.24,1,0.4814414509364725
1_S11E05_005,0,Happiness,Happiness,0.6719627380371094,0.722025990486145,0.5399999999999999,0.5045,5,0.25442429280088263
1_S11E05_193,1,Ridicule,Neutral,0.7018581628799438,0.7925156354904175,0.6981666666666667,0.4250833333333333,6,0.36745084543751894
1_S11E05_370,0,Fear,Fear,0.5260874032974243,0.7357797622680664,0.5,0.5115000000000001,2,0.22579186073422314
1_S11E05_402,0,Surprise,Surprise,0.7588434219360352,0.8458738923072815,0.6395000000000001,0.3393333333333333,3,0.5204096369640385
1_S11E06_060,0,Neutral,Neutral,0.6729283332824707,0.6313818693161011,0.8025,0.5855,2,0.1374553118213271
1_S11E07_153,0,Fear,Fear,0.4119834005832672,0.4874188303947449,0.6753125,0.4425,8,0.2671327683449924
1_S11E07_161,1,Ridicule,Sadness,0.36805710196495056,0.7567980885505676,0.4605,0.3595,2,0.4079110939445668
1_S11E07_220,0,Frustration,Frustration,0.6410989761352539,0.6992338299751282,0.5956428571428571,0.5309285714285714,7,0.1743356498490032
1_S11E07_381,0,Neutral,Neutral,0.41513627767562866,0.6547454595565796,0.5865,0.4855,2,0.24085171975591554
1_S11E07_415,0,Excitement,Excitement,0.7548415660858154,0.8263669013977051,0.6371666666666668,0.5540833333333334,6,0.2966238752885076
1_S11E08_283,0,Anger,Anger,0.49764934182167053,0.913630485534668,0.5766666666666667,0.429,3,0.4910299839472409
1_S11E08_428,0,Neutral,Neutral,0.6753097772598267,0.6806827187538147,0.6346,0.476,5,0.20869188130111319
1_S11E10_062,0,Neutral,Neutral,0.4863419830799103,0.6388180255889893,0.5,0.774,2,0.13587018669247727
1_S11E10_143,0,Neutral,Neutral,0.3353024423122406,0.7251827120780945,0.28,0.51,1,0.22217551553441436
1_S11E10_228,1,Ridicule,Sadness,0.4568152129650116,0.7180966138839722,0.48514285714285715,0.3841428571428572,7,0.3351530502116465
1_S11E11_077,0,Neutral,Neutral,0.20667320489883423,0.40736281871795654,0.765,0.361,1,0.5602484458589897
1_S11E11_182,0,Happiness,Happiness,0.9672555923461914,0.873237133026123,0.751,0.5579999999999999,3,0.3822838359903957
1_S11E11_217,0,Excitement,Excitement,0.7824563980102539,0.7095380425453186,0.6294285714285713,0.5021428571428571,7,0.25774071978722124
1_S11E11_343,0,Neutral,Neutral,0.4381750822067261,0.7811546325683594,0.8644999999999999,0.7555000000000001,2,0.42709611998197694
1_S11E12_237,0,Neutral,Neutral,0.18469859659671783,0.6069560050964355,0.5625,0.76125,2,0.4080937849034101
1_S11E12_279,0,Neutral,Neutral,0.9269738793373108,0.7612351179122925,0.5532,0.5027,5,0.454474773853055
1_S11E19_143,1,Ridicule,Neutral,0.2617291212081909,0.583478569984436,0.43520000000000003,0.5608,5,0.17494703005579001
1_S11E20_143,1,Ridicule,Neutral,0.6160528063774109,0.6503320336341858,0.6575,0.5,2,0.155940983053777
1_S11E21_080,1,Ridicule,Neutral,0.6809036731719971,0.6127341985702515,0.5764,0.44400000000000006,5,0.1984748031201558
1_S11E22_149,1,Frustration,Excitement,0.32676663994789124,0.4250337481498718,0.5899375,0.495375,8,0.27240923863263117
1_S11E22_260,1,Ridicule,Neutral,0.7324799299240112,0.6966894865036011,0.53175,0.4305,8,0.3333906829717191
1_S11E24_338,1,Anger,Excitement,0.19007807970046997,0.9864656925201416,0.483,0.641,2,0.4529346488185522
1_S12E01_274,0,Frustration,Frustration,0.3932183086872101,0.6394686102867126,0.563,0.41825,4,0.2788610697860422
1_S12E01_325,0,Disgust,Disgust,0.6146074533462524,0.5748172998428345,0.58575,0.33725,4,0.2393135486516515
1_S12E02_006,0,Neutral,Neutral,0.7816452980041504,0.7961631417274475,0.51225,0.395,4,0.4832242676722488
1_S12E02_118,1,Ridicule,Sadness,0.6821566820144653,0.773116946220398,0.4615,0.5755,4,0.2962124723084909
1_S12E02_262,1,Frustration,Excitement,0.6134852766990662,0.7000972032546997,0.448,0.544,1,0.22749002982132097
1_S12E02_274,1,Sadness,Excitement,0.648137092590332,0.5815289616584778,0.6768,0.4556,5,0.12914977988969847
1_S12E02_471,1,Ridicule,Neutral,0.6526510715484619,0.6998863816261292,0.6125999999999999,0.3558,5,0.3464094778621714
1_S12E03_118,1,Ridicule,Neutral,0.44997385144233704,0.536449670791626,0.5945416666666667,0.5033333333333333,12,0.14831232250014648
1_S12E03_174,0,Sadness,Sadness,0.49732768535614014,0.4044237732887268,0.62,0.5662499999999999,2,0.20306704417923288
1_S12E04_003,1,Ridicule,Surprise,0.8440830707550049,0.7547616362571716,0.5013749999999999,0.25475000000000003,4,0.6061851682062104
1_S12E04_233,0,Disgust,Disgust,0.3303190767765045,0.6522718667984009,0.3473333333333333,0.7345,3,0.08396993995473336
1_S12E04_249,0,Excitement,Excitement,0.547188401222229,0.7119810581207275,0.5387777777777778,0.5011666666666668,9,0.21098209931382883
1_S12E05_110,1,Frustration,Neutral,0.8420593738555908,0.7651963233947754,0.5206,0.512,5,0.409199837756884
1_S12E06_088,1,Ridicule,Neutral,0.7001374959945679,0.7643949389457703,0.4515833333333334,0.4825,6,0.37582433180871483
1_S12E06_287,0,Sadness,Sadness,0.3374616503715515,0.47855281829833984,0.49466666666666664,0.42191666666666666,6,0.1670959928304485
1_S12E06_316,1,Ridicule,Surprise,0.7664036750793457,0.7066996097564697,0.6407142857142858,0.5001428571428572,7,0.24179229650516731
1_S12E06_367,0,Neutral,Neutral,0.6612894535064697,0.7590563297271729,0.6136666666666667,0.5710000000000001,3,0.1939925590759719
1_S12E06_412,1,Ridicule,Neutral,0.7125317454338074,0.6595977544784546,0.6224999999999999,0.47833333333333333,6,0.20239196021318087
1_S12E07_005,0,Happiness,Happiness,0.4877817928791046,0.607040286064148,0.62675,0.5206875,8,0.16361224358658674
1_S12E07_179,0,Neutral,Neutral,0.5409337878227234,0.623112678527832,0.5968333333333333,0.38516666666666666,6,0.2444239426670935
1_S12E08_023,1,Sadness,Happiness,0.7351195812225342,0.7115470170974731,0.5588333333333334,0.4527916666666667,12,0.3130993014547017
1_S12E08_071,0,Neutral,Neutral,0.33738455176353455,0.5908872485160828,0.5818,0.3798,5,0.3229500546875984
1_S12E08_098,1,Frustration,Neutral,0.7527137994766235,0.7231032848358154,0.5561111111111111,0.5726666666666667,9,0.24755563649151086
1_S12E08_445,1,Frustration,Happiness,0.73065185546875,0.7476487755775452,0.5716,0.4434,5,0.34331444794603033
1_S12E09_090,1,Frustration,Neutral,0.438650518655777,0.5877164602279663,0.4398000000000001,0.30460000000000004,5,0.2831187937233668
1_S12E09_175,0,Excitement,Excitement,0.8339365720748901,0.883760929107666,0.66725,0.5044166666666666,6,0.41435067606676274
1_S12E10_076,0,Surprise,Neutral,0.7627964019775391,0.7949224710464478,0.625,0.359,1,0.4571829493334114
1_S12E11_072,1,Disgust,Neutral,0.6270412802696228,0.6199895143508911,0.5036666666666667,0.666,3,0.13167482702227323
1_S12E11_216,1,Ridicule,Neutral,0.4067119061946869,0.7404642701148987,0.7003333333333334,0.5051666666666667,3,0.3762691917542771
1_S12E15_013,1,Disgust,Excitement,0.5266505479812622,0.6748711466789246,0.5338125,0.5154375,8,0.1595944273778344
1_S12E15_273,1,Disgust,Neutral,0.4967960715293884,0.6468511819839478,0.5322142857142856,0.4742142857142858,7,0.17623265262053248
1_S12E18_159,1,Ridicule,Happiness,0.6713086366653442,0.6915260553359985,0.7769999999999999,0.45325,4,0.26066480934338265
1_S12E18_290,1,Ridicule,Neutral,0.725715696811676,0.6803535223007202,0.5661875000000001,0.42074999999999996,8,0.3047018778559223
1_S12E19_143,1,Disgust,Surprise,0.6325390338897705,0.7331036329269409,0.5148611111111111,0.49033333333333334,18,0.269787901645478
1_S12E21_285,1,Ridicule,Surprise,0.6233316659927368,0.721434473991394,0.643,0.4156000000000001,5,0.30646626053158593
1_S12E22_211,1,Ridicule,Neutral,0.6748831272125244,0.5753213167190552,0.688,0.415,1,0.16085700776234282
1_S12E23_576,1,Frustration,Happiness,0.9278876781463623,0.8169461488723755,0.7719999999999999,0.5566666666666668,3,0.3033914584412945
2_1,0,Neutral,Neutral,0.659878671169281,0.7015756964683533,0.6089374999999999,0.38756250000000003,8,0.31811835922557286
2_103,1,Frustration,Excitement,0.6427410244941711,0.7150774598121643,0.4848823529411765,0.526,17,0.24631209063604012
2_105,1,Ridicule,Neutral,0.744141161441803,0.7445627450942993,0.5326153846153846,0.4511153846153846,13,0.3617381755276347
2_11,1,Frustration,Neutral,0.8702799677848816,0.8348830938339233,0.698,0.544,1,0.3380730122005524
2_111,0,Surprise,Surprise,0.4800538122653961,0.9041598439216614,0.5,0.5066666666666667,3,0.3979933119656845
2_115,1,Ridicule,Sadness,0.5849123001098633,0.6629666686058044,0.5780714285714286,0.4456428571428571,7,0.2174314525366283
2_12,0,Happiness,Happiness,0.630505383014679,0.5848860144615173,0.6093333333333334,0.36333333333333334,3,0.2225620052991888
2_120,1,Frustration,Happiness,0.7861043214797974,0.7625946998596191,0.62795,0.51875,10,0.29064243849163324
2_121,1,Anger,Neutral,0.5389351844787598,0.6652870178222656,0.5486666666666666,0.44816666666666666,3,0.21733832757133326
2_124,1,Ridicule,Sadness,0.6733134388923645,0.6701503992080688,0.48550000000000004,0.46849999999999997,9,0.27556627393305855
2_126,1,Anger,Neutral,0.2868447005748749,0.7683157920837402,0.46114285714285713,0.5023571428571428,7,0.3179840412370299
2_129,1,Anger,Surprise,0.7872782349586487,0.7352469563484192,0.44525000000000003,0.55525,4,0.38649995834879886
2_131,0,Sadness,Sadness,0.6989728808403015,0.7806316614151001,0.51525,0.44799999999999995,4,0.37999726199017464
2_134,0,Sadness,Sadness,0.705653727054596,0.8717236518859863,0.505,0.3065,2,0.5997830398004189
2_140,1,Ridicule,Sadness,0.5944055318832397,0.8256005048751831,0.53175,0.6405000000000001,2,0.19541727810155204
2_144,1,Frustration,Neutral,0.7772475481033325,0.6698005199432373,0.5355,0.428,2,0.341920119997044
2_149,0,Neutral,Neutral,0.6499955058097839,0.6126841306686401,0.958,0.353,1,0.40286798850553784
2_170,1,Ridicule,Neutral,0.5784876942634583,0.6022429466247559,0.5765,0.4585,2,0.1437566890021205
